gene_symbol,gene_length_bp
RNU6-1014P,103
RN7SKP101,320
RNU1-119P,165
RN7SKP139,293
LOC124900371,85
RNA5SP394,119
RN7SL577P,303
MIR4716,84
RN7SL307P,295
RN7SL494P,304
RN7SL568P,298
RN7SKP95,303
SNORD3P1,216
RNA5SP397,118
MIR2116,80
RNU4-80P,141
RNU6-212P,104
RNU6-1,107
RNU6-745P,106
MIR629,97
RN7SL429P,223
MIR6882,66
RNU6-380P,107
MIR4513,86
MIR5572,137
RNU6-401P,96
RNU6-1339P,91
MIR3713,45
RN7SKP217,340
MIR1179,91
RNU6-185P,107
MIR7-2,110
MIR3529,78
MIR1469,47
RN7SKP254,310
RNU2-3P,191
LOC124900361,118
SNORD116-29,83
SNORD116-30,85
PWAR1,2414
LOC124903592,59
DMAC1P1,340
SNORD115-1,82
SNORD115-2,82
SNORD115-3,82
SNORD115-4,82
SNORD115-5,82
SNORD115-6,82
SNORD115-7,82
SNORD115-8,82
SNORD115-9,82
SNORD115-10,81
SNORD115-11,82
SNORD115-12,82
SNORD115-13,82
SNORD115-14,81
SNORD115-15,81
SNORD115-16,82
SNORD115-17,82
SNORD115-18,82
SNORD115-19,82
SNORD115-20,82
SNORD115-21,81
SNORD115-22,82
SNORD115-23,82
SNORD115-24,82
SNORD115-25,82
SNORD115-26,82
SNORD115-27,82
SNORD115-28,81
SNORD115-29,82
SNORD115-30,82
SNORD115-31,82
SNORD115-32,82
SNORD115-33,82
SNORD115-34,82
SNORD115-35,82
SNORD115-36,82
SNORD115-37,82
SNORD115-38,82
SNORD115-39,82
SNORD115-40,82
SNORD115-41,82
SNORD115-42,82
SNORD115-43,82
SNORD115-44,82
SNORD115-45,81
SNORD115-46,71
SNORD115-47,86
SNORD115-48,76
SNORD109B,67
RNU6-90P,106
STRC,8102
RNU6-554P,106
RNU6-610P,107
PDIA3P2,158
PPIP5K1P1,3235
RNU6-353P,108
RNU6-354P,107
ELL3,2500
MIR1282,101
SNORD13E,104
MIR4511,87
HNRNPA1P44,879
RNU6-18P,107
DNM1P31,696
RN7SL185P,249
LOC124900356,133
GOLGA8O,5358
RN7SL539P,291
GOLGA6L23P,1262
RN7SL214P,265
RPL5P3,889
HMGB1P6,646
CSPG4P11,4910
RN7SL331P,247
UBE2Q2P8,102
RN7SL417P,265
CSPG4P5,3730
UBE2Q2P11,205
PIN4P1,396
POTEB,2635
SNX33,8002
CATSPER2,8093
DEPDC1P1,2459
LOC124900362,132
RPL32P2,404
PGBD4,6604
ACTG1P15,1063
MIR1233-1,82
LOC100422491,970
RNU7-195P,62
HMGB1P8,949
LOC124903574,678
MIR6766,72
MIR9-3,90
SLC12A6,10508
LOC124900370,128
H3P39,397
RNU6-953P,107
MIR147B,80
SNORA41B,128
DPPA5P2,299
BLOC1S6,6773
AHCYP7,1308
RNA5SP395,118
USP50,3967
TRPM7,12380
RN7SL354P,294
RPL32P30,282
MIR549A,96
MIR4514,57
CFAP161,1960
ANP32BP3,706
RNU6-339P,107
RNU6-796P,107
HMGB1P43,630
CHRM5,6041
MIR422A,90
GAPDHP61,1005
RN7SL796P,291
LOC124900358,133
RN7SL628P,237
LOC100288637,5637
RN7SL82P,237
FDPSP4,1049
RPS3AP47,792
SPCS2P1,679
ATP5PDP1,485
TGM7,2334
LCMT2,6934
MIR7973-2,76
MIR7973-1,76
SCG3-AS1,855
FBXL22,3614
PEX11A,3171
RPL36AP43,307
JMJD7-PLA2G4B,7862
SPTBN5,12312
RNA5SP393,117
MIR4310,57
RPL36AP44,312
CYCSP38,322
RNU6-132P,107
MRPL15P1,878
MESP2,1809
ARPIN-AP3S2,2673
MIR5094,85
MIR5009,100
RNU6-1111P,107
RNU7-111P,62
RNU6-667P,102
ST20-MTHFS,982
FDPSP9,1081
LOC100420205,948
BCL2A1,995
RASL12,2681
PDCD7,3235
RNU6-686P,107
SNORA24B,131
MIR4508,70
MAGEL2,4319
NDN,1906
RNU6-741P,107
LOC124903594,209
LINC02896,391
MAPK6-DT,865
RPS13P8,453
MIR1266,84
EEF1B2P1,672
RPSAP55,876
EEF1A1P22,1380
KBTBD13,3203
SNRPCP18,439
RNU6-807P,107
PCSK6,21740
MIR628,95
RNU6-1169P,103
ELOCP2,332
UBE2CP4,535
LOC400347,939
LOC390614,981
RPL21P116,483
RNU6-415P,97
RASGRF1,9977
MKRN3,7123
TUBBP8,1232
HMGN2P5,273
NCAPGP2,754
PYGO1,9005
GNB5,13330
LINGO1,5324
KRT18P47,977
ACAN,10914
RN7SL484P,202
RNA5SP402,110
CERS3-AS1,1832
RNU6-322P,103
PRKXP1,1122
RNU6-181P,107
RPS24P16,392
CERS3,5130
LINC01585,1504
LOC124903590,70
RN7SL363P,273
AP3B2,14432
SCARNA15,127
RPL21P115,796
RPL12P35,496
RNU6-231P,103
MIR548AP,96
RNA5SP400,111
LOC124900360,73
LOC105370954,351
AGBL1,16503
RNU6-1108P,104
RNU6-1332P,104
RNU6-966P,104
RNU1-78P,165
TERB2,1502
EXD1,3675
BCL2L10,1319
LOC100420707,1465
NSMCE3,4834
DUOX2,9662
LOC105370769,3942
COX6CP4,228
LARP4P,2177
TPST2P1,1102
LOC124903595,220
MIR8063,81
MIR630,97
LOC100420930,426
LOC646665,1194
RN7SL853P,223
NPM1P42,862
FABP5P8,404
MIR4515,81
BNC1,4902
MIR626,94
ONECUT1,6110
TMC3,4977
RPS12P26,396
PERPP2,588
NIFKP5,894
MIR1302-10,138
MIR6859-3,68
DUT-AS1,4710
LOC645405,490
CD24P2,219
RNU6-1287P,107
HMGB1P33,527
TMEM183AP3,965
RNU6-466P,103
MIR211,110
TMEM202,1391
PHB1P20,818
MIR3174,87
ZNF710-AS1,2902
U7,63
GABARAPL3,354
ZNF774,8472
NDUFA3P4,250
HSPE1P3,309
SH2D7,2366
SERINC4,2976
ANKRD63,4693
GOLGA2P8,779
RNU6-449P,107
HNRNPA1P74,835
UNC13C,9733
IMP3,2510
DNM1P5,448
MIR1233-2,82
LOC100422492,951
LINC02252,1409
BCAR1P1,636
RN7SL584P,297
GOLGA6L4,6055
SCARNA14,136
RPL9P25,579
ATP5MFP6,266
RPL35AP32,323
SNAPC5,2476
MIR4512,77
SNORD18C,69
SNORD18B,72
SNORD16,99
SNORD18A,72
RN7SL286P,291
GREM1-AS1,1738
LOC107984761,344
GOLGA8H,5188
SLC24A5,4760
SLC12A1,12838
RPL41P2,409
GOLGA8F,5666
ABCB10P3,2166
ABCB10P4,2184
HERC2,20190
LOC100419574,546
RN7SL719P,237
GOLGA8M,5671
TLNRD1,4866
MIR4311,100
INAFM2,3024
RNA5SP392,112
CHST14,2175
RPL9P27,564
MYO5A,45182
TGM5,3684
OR4M2,1473
ATP10A,20675
KNSTRN,3696
RPL7P5,736
H3P40,403
RPL26P5,435
ARHGAP11A-SCG5,3763
SHF,4904
GOLGA6L7,2966
RPL17P39,555
NR2E3,3244
RNA5SP399,117
GOLGA6L2,3499
GOLGA8G,6529
GOLGA6L25,4286
GOLGA6L26,3731
GOLGA6L24,4304
LOC101929439,2354
TYRO3P,2705
ISL2,2171
LOC124900364,160
THSD4,16031
MIR6085,110
MIR190A,85
MESP1,1094
LCTL,3644
OR4F4,1072
RN7SL536P,290
PLA2G4D,5146
PLA2G4E,7759
LOC100287243,952
LACTB,3939
LOC100288241,396
MEX3B,4342
LINC01583,2714
RNU1-77P,162
GOLGA6L10,4720
GOLGA6L9-AS1,785
GOLGA6L9,6778
LINC00928,2573
CHAC1,2051
LOC105376713,500
INO80-AS1,712
CYCSP2,301
CIBAR1P1,890
RN7SL497P,301
RN7SL278P,296
KRT8P23,1207
TSPAN3,8400
GOLGA8Q,5348
FAM98B,6851
GOLGA8J,6007
RN7SL673P,237
LOC124900359,133
GOLGA8T,5341
RN7SL469P,237
DNM1P30,452
RNU6-17P,107
LOC124900357,133
RN7SL196P,291
RN7SL346P,294
TTLL13,3902
RN7SL736P,269
ST20,1614
RPL21P114,460
RPL21P117,479
RNA5SP396,120
PIGHP1,565
RPS3AP6,795
DDX18P2,1985
RNU6-516P,104
KNL1,10250
RN7SL376P,264
IGHV4OR15-8,353
IGHV1OR15-4,348
MIR1268A,52
LOC441711,1835
SPATA31E3P,4214
RN7SL545P,290
MPHOSPH10P9,1406
RN7SL495P,237
GOLGA6L22,4401
CIMAP1C,1132
PPIAP47,495
MIR4313,101
RN7SL319P,221
DNM1P49,474
RN7SL510P,263
GOLGA8S,5459
NOP10,1576
OR4N4,1341
C2CD4A,3445
NPM1P47,856
LOC107984784,4972
MIR8067,77
MIR1272,129
GOLGA8K,6414
FTLP20,526
ASB9P1,793
MIR3175,77
RGMA,13230
YBX2P2,1021
HDDC3,5229
NMB,1022
RN7SL238P,290
MIR4509-2,94
MIR4509-3,94
HMGN1P38,303
RPL31P6,348
FAM149B1P1,1610
RN7SKP181,316
SEPHS1P2,559
MIR4312,76
RN7SL209P,276
OR4F6,1238
OR4F15,2119
OR4F14P,939
OR4F28P,938
WBP1LP5,414
SNORD13D,104
NDUFB10P1,521
RNU6-844P,102
RPS13P7,429
POLR2M,6508
TNFAIP8L3,2572
MIR4713,75
GOLGA8R,7709
MYL12BP1,507
STARD9,20776
EIF4EBP2P2,333
KRT8P50,1438
RN7SL428P,247
MIR7706,67
RNU7-79P,62
FABP5P9,406
GOLGA8VP,1798
LOC124900369,131
GOLGA6C,5603
RN7SL489P,223
RN7SL327P,223
NEIL1-AS1,418
MIR631,75
RPL13P4,562
MIR627,97
BNIP3P5,498
CARS1P1,889
SPESP1-NOX5,9137
SORD2P,4815
CSPG4P13,4801
GOLGA6FP,2129
COMMD4P1,380
ADAMTS7P3,3716
UBE2Q2P16,347
GOLGA2P7,6348
DNM1P51,522
STRCP1,5392
ULK4P2,6170
UBE2Q2P13,2198
DNM1P46,4941
OR4G2P,903
WASH3P,8021
DDX11L9,573
CHEK2P2,3009
WHAMMP4,9479
WHAMMP2,1603
ADAMTS7P1,4793
UBE2Q2P2,6176
UBE2Q2P6,153
CSPG4P10,4817
GOLGA2P10,817
GOLGA6L17P,1832
ULK4P3,440
HERC2P2,16222
GOLGA8IP,6908
GOLGA6EP,2071
ULK4P1,4676
GOLGA6L3P,1679
UBE2Q2P1,14117
LINC00933,5073
CATSPER2P1,4420
PDCD6IPP2,13951
EFL1P1,1798
HERC2P9,13634
SCAND2P,669
OR4F13P,2054
CSPG4P12,4853
ADAMTS7P4,3611
DNM1P47,12667
GOLGA2P11,1621
DNM1P34,315
CCDC33,7030
SEMA7A,3800
MIR6881,76
LOC124900366,70
MIR4714,77
SYNM,7774
SYNM-AS2,2562
TTC23-AS1,2677
HSP90B2P,2384
HNRNPA1P62,952
WHAMMP3,1609
PDCD6IPP1,1064
CHD2,21410
GABRB3,13845
RPL9P26,479
TVP23BP1,617
LOC100420466,547
RNA5SP391,119
ARHGAP11B,4544
POLG,8280
PIERCE2,930
GOLGA8N,8249
VPS13C,19703
MED28P6,231
RN7SL487P,344
MAP1A,10646
RPP25,2355
GOLGA6D,3178
ACTBP7,1124
GAPDHP55,803
GJD2,2922
TUBAP11,1259
RPL36AP8,315
PRELID1P4,512
THBS1-IT1,733
GPR176,5187
H3P38,334
NANOGP8,1886
GANC,7840
CAPN3,12774
ZNF106,12226
RNU6-188P,107
MYEF2,13893
ALDH1A2-AS1,874
MTCO3P23,289
MTND3P12,328
MTND4LP23,1481
MTND5P32,1802
MTCYBP23,1102
EIF5A2P1,460
RNU2-65P,185
NUTM1,4196
TRPM1,7339
SLCO3A1,9422
DUXAP6,601
NPM1P5,838
LOC124903615,143
ENO1P2,974
NOX5,12233
RPL29P30,469
NOP35P1,1439
WHAMMP1,1613
HMGN2P46,490
ACTG1P17,1119
CSNK1A1P1,5072
H2AZ2P1,373
ANP32BP1,1297
PPIAP46,490
TRCG1P,1306
MIR184,84
HNRNPCP3,875
ANKRD34C,5506
RYR3,20340
LOC128071545,138
LOC128092252,390
FBN1,18525
GCOM1,6909
RPL7AP62,792
C15orf40,13899
LETM1P1,2157
SMAD3,10044
SMAD3-AS1,472
LOC101928988,1072
LOC124903478,716
EPB42,2932
LOC646938,392
LOC100129540,1900
LRRK1,17491
LINC01581,3471
LONRF2P4,538
CXADRP2,1089
GRAMD4P6,244
POTEB3,6308
MIR3118-3,75
LOC124900632,107
NF1P9,2660
MIR5701-2,82
OR11J1P,1019
LINC02203,532
LOC107987217,983
OR11K1BP,843
OR1Q1BP,942
OR4H6BP,934
OR4M2B,1084
OR4N4C,1125
OR4N3BP,925
LOC102724737,622
LOC283683,6793
PWRN1,24558
PWRN2,4824
NPAP1,7619
RPL5P1,894
RPS27P2,252
SNURF,1560
SNORD107,75
PWAR5,3180
SNORD64,67
SNORD108,71
SNORD109A,67
SNORD116-1,95
SNORD116-2,95
SNORD116-3,95
SNORD116-4,96
SNORD116-5,95
SNORD116-6,96
SNORD116-7,95
SNORD116-8,95
SNORD116-9,95
SNORD116-10,102
SNORD116-11,92
SNORD116-12,92
SNORD116-13,92
SNORD116-14,92
SNORD116-15,92
SNORD116-16,92
SNORD116-17,92
SNORD116-18,92
SNORD116-19,92
SNORD116-20,92
SNORD116-21,92
SNORD116-22,92
SNORD116-23,92
SNORD116-24,92
SNORD116-25,92
SNORD116-26,96
SNORD116-27,92
SNORD116-28,91
ANP32AP1,737
NUTF2P6,385
RBM17P4,1192
AKAP13-AS1,660
RNU6-1280P,107
LINC02883,3050
MIR1276,83
MIR9-3HG,10429
LOC105371031,4454
RCCD1-AS1,1858
RN7SL677P,319
RNA5SP401,127
LOC124903585,3365
LOC124903587,98
LINC01582,3935
RNU6-1186P,97
FAM169BP,4560
LOC100421087,573
RPL18P11,530
GOLGA6GP,1625
RPL21P15,485
RNU6-549P,107
OAZ2,7671
ISLR2-AS1,3549
AGBL1-AS1,2440
GABRG3-AS1,2864
LOC105370934,1277
SPINT1-AS1,2761
MINDY2-DT,3623
LOC105370988,1314
LOC102724587,1499
SPATA8-AS1,1225
LOC105370969,3570
SPATA8,2159
PWRN4,5319
LRRK1-AS1,4520
LINC03034,3435
LINC02352,5083
LOC105370906,2807
LINGO1-AS2,938
USP3-AS1,9319
LINGO1-AS1,2772
C15orf32,2215
DNAJA4-DT,3045
LOC107984781,1219
LINC02895,9818
LINC02345,3987
LINC01852,2864
SPATA41,6018
LINC02244,3073
SMASR,1142
ADPGK-AS1,6035
LINC02253,8766
LINC00923,34515
LOC105371006,723
LINC02348,7672
LOC124903519,1655
LOC105370728,708
RAD51-AS1,3454
SCDAL,1899
LOC105371022,2664
LOC105376709,1274
PAQR5-DT,5454
IRAIN,4741
LOC101928850,1483
LINC02349,1305
THSD4-AS1,4801
LOC102723335,789
SKOR1-AS1,2631
FBN1-DT,2319
KIF23-AS1,7196
LINC03137,1192
SCG5-AS1,1029
SLC28A2-AS1,5066
CRAT37,5587
LOC105370974,725
ST20-AS1,4534
LOC124903528,1481
LUNAR1,5141
LOC105370764,2453
CRTC3-AS1,3929
LINC02205,336
LINC01580,17771
LOC124903448,1348
RORA-AS2,1030
LOC105370829,746
EIF3J-DT,4214
LINC01413,1521
CLK3-AS1,2584
ANKRD34C-AS1,13570
LOC124903567,1152
LOC105370804,748
LOC107984734,1150
LOC107983981,8524
LOC101928499,4280
NTRK3-AS1,3242
DIS3L-AS1,816
LINC02852,975
LINC00052,2015
LINC00930,4818
LOC124903523,2921
LOC124900354,6182
LINC01491,2499
ATP10A-DT,1319
LINC02351,6761
LINC00926,4260
ARNT2-DT,10127
LINC00927,7031
ALDH1A3-AS1,8045
LINC01584,3071
DRAIC,35137
LOC101929408,8292
DNM1P35,5594
LOC105370987,1018
CPEB1-AS1,5014
LOXL1-AS1,6678
TTBK2-AS1,2645
LOC105370802,3859
LOC124903491,917
LOC124903492,607
GJD2-DT,6838
CT62,3062
LOC104613533,951
LOC124903547,2146
LINC01586,5361
LOC105370869,1130
CTXN2-AS1,3124
LINC03080,13169
SNHG14,124307
VPS13C-DT,1937
MYO9A-AS1,3285
LINC02346,8910
LOC105370878,1986
DPH6-DT,4289
LINC02853,6697
LINC02568,2497
LINC00929,4260
CERNA1,3809
OIP5-AS1,22370
LINC02256,2595
IDH2-DT,2085
LOC107984733,1178
LOC102724452,583
GCAWKR,10594
LINC02250,6689
LINC02248,6584
CEP152-AS1,732
LINC01418,12266
LOC102723564,5759
LINC03065,677
SNHG21,7722
VPS39-DT,1235
LOC440300,7938
SYNM-AS1,1607
LINC01169,1964
LINC00924,15928
LETR1,26297
LCIIAR,4444
LOC105370993,3935
LOC105371009,3679
LINC02251,3132
INSYN1-AS1,2222
LOC101930091,1079
LINC02259,2704
CARMAL,2567
POLG-DT,1562
LOC124903549,1989
RNU6-978P,103
IGHV1OR15-9,353
SLC20A1P3,939
IGHV1OR15-2,353
IGHV3OR15-7,359
IGHD5OR15-5A,23
IGHD4OR15-4A,19
IGHD3OR15-3A,31
IGHD2OR15-2A,31
IGHD1OR15-1A,17
FAM30B,397
LOC646071,1699
HERC2P3,4088
LOC124905488,10923
RNU6-498P,107
LONRF2P3,535
LOC100287357,1090
GRAMD4P5,761
MIR3118-2,75
POTEB2,1687
RNU6-749P,107
VN1R60P,401
ZNF519P2,169
MIR5701-1,82
LINC01193,8594
OR11J2P,907
OR11J5P,934
IGHD5OR15-5B,23
IGHD4OR15-4B,19
IGHD3OR15-3B,31
IGHD2OR15-2B,31
IGHD1OR15-1B,17
FAM30C,410
LOC283804,1699
BCAR1P2,636
RN7SL400P,296
NBEAP4,382
RNU6-1235P,107
LOC105370781,2217
LINC02915,3081
THBS1-AS1,526
LOC105370785,1587
LOC105370941,3047
GPR176-DT,4851
LOC105370787,3383
BMF-AS1,461
HYPK,7924
LOC124903483,2193
PRC1-AS1,5006
VPS33B-DT,4466
SLC30A4-AS1,5113
LOC102723749,3885
LINC02694,13605
RPL7AP75,802
DNM1P33,270
RPL31P55,340
DNM1P32,544
MPHOSPH10P2,1226
DNM1P50,508
ARHGAP11B-DT,12736
GOLGA8UP,1755
HERC2P10,2393
RPS10P22,498
HMGN2P47,272
SMAD3-DT,5856
HMGN2P40,391
OR4G6P,880
HNRNPLP2,1570
FSCN1P1,1481
BMS1P15,1141
RHPN2P1,2512
DNM1P29,478
MPHOSPH10P3,1206
HERC2P1,716
MPHOSPH10P7,620
HERC2P11,725
MPHOSPH10P6,682
HERC2P6,736
HMGN1P26,303
DNM1P38,433
ISCA1P4,134
HERC2P7,759
UBE2Q2P12,204
LOC102724135,7092
NIFKP8,874
LOC727751,6232
DNM1P28,474
RPL36AP45,318
NIFKP4,1192
COMMD4P2,386
DNM1P41,3350
NF1P1,2645
BMS1P16,1147
LOC124903565,4808
LOC124903564,4808
SNRPA1-DT,3744
PCSK6-AS1,867
SELENOS,4044
LOC101927788,10056
NR2F2-AS1,25473
LOC105370997,8717
SRP14-DT,8438
LINC01579,10850
LOC338963,7638
MIR4713HG,2991
EWSAT1,5509
LOC105370921,21522
RORA-AS1,3095
CCDC33-AS1,652
LINC02255,1716
UBL7-DT,10308
LOC101929333,3385
CHASERR,9910
SYNGR2P1,673
LOC105370759,2509
RNU5A-1,117
RNU5B-1,117
RNU6-19P,107
FAM138E,1693
HNRNPA1P5,966
IQCH,7122
IQCH-AS1,13001
C15orf61,4751
MAP2K5-DT,1533
POLGARF,783
SAXO2,4160
RPL9P8,721
LOC105370791,1387
LOC105370792,6782
EHD4-AS1,1354
PLA2G4E-AS1,3836
RNU6-94P,107
GABPB1-IT1,5926
GABPB1-AS1,17445
MIR4712,82
MGC15885,2425
TPM1-AS,4175
LOC105370887,3369
HEXA-AS1,3179
TMEM202-AS1,6531
GOLGA6L6,4013
MPHOSPH10P4,670
GOLGA8CP,5237
RN7SL759P,290
SPATA31E2P,4965
IGHV1OR15-6,343
NBEAP1,973
LINC02249,16050
RNU2-53P,147
FMN1,20270
LOC124900367,65
HNRNPA1P71,950
TMCO5B,901
RYR3-DT,2861
ELMO2P1,794
GOLGA6L1,3822
MPHOSPH10P5,668
GOLGA8DP,1959
RN7SL106P,290
ABCB10P1,2181
MIR4509-1,94
LOC100421667,400
LOC105370947,5750
EGLN1P1,769
TMCO5A,5258
CALML4,5015
CHRFAM7A,4188
SLC30A4,8238
MAN2A2,9778
NRG4,5020
LOXL1,3637
GLDN,7154
MEGF11,9892
SLC28A1,5037
HDC,3895
CRTC3,10849
RAB8B,5103
EIF3J,3154
RHOV,1674
DNAAF4,2934
CDIN1,9278
PML,12672
ARNT2,8001
KLF13,9558
AQP9,3463
CYP1A2,3470
RLBP1,2811
LYSMD2,2058
ZNF592,8748
MTHFS,3057
DLL4,4761
AP4E1,7354
PLA2G4B,4446
THBS1,9477
PSTPIP1,5144
RAB11A,5719
GATM,9287
ACSBG1,8148
CHRNA3,4893
FAM174B,4469
DPH6,9347
GLCE,6630
SNX22,5769
C15orf39,6474
LIPC,6599
ITGA11,10894
TMEM266,5166
CPEB1,8249
TTBK2,12336
LRRC49,9992
FGF7,6581
UBAP1L,8689
GREM1,15081
GOLGA6B,5480
IL16,12481
SECISBP2L,8613
OIP5,1210
RPLP1,3271
HIGD2B,1234
ZWILCH,5933
SCAMP5,5234
CHRNA5,3623
MESD,7550
STARD5,6339
UBR1,10000
SERF2,9185
MTMR10,9114
ICE2,16064
ARHGAP11A,6544
SORD,12437
AKAP13,20280
FURIN,7422
MGA,20224
B2M,3276
LINS1,7724
RFX7,11769
RPUSD2,2711
ARID3B,8439
BUB1B,4631
ENTREP2,6296
EMC4,4450
PPIB,4399
MINAR1,8063
SENP8,4982
PIGBOS1,1089
SCG3,3189
PSMA4,7094
IGDCC3,5632
SPG11,16081
MAP2K1,6474
IQGAP1,11542
PPP1R14D,1214
JMJD7,2016
TM2D3,11894
SRP14,2047
CRABP1,1191
PIF1,5074
LYSMD4,6872
CA12,7179
RTF1,5780
ZNF609,12362
ETFA,9591
PLEKHO2,6373
OTUD7A,14389
CIAO2A,3207
CHP1,3986
DMXL2,13955
ZSCAN2,5308
MYO1E,9110
CHRNB4,5022
FBXO22,11858
SLC24A1,9084
TICRR,8415
PRC1,5593
ASB7,6048
RBPMS2,2313
SLC27A2,2930
CCNB2,2807
PCLAF,3806
RSL24D1,6645
ABHD17C,3633
EDC3,5940
TJP1,11371
ALPK3,10441
RPS27L,8832
ZNF280D,12260
BLM,8386
CTDSPL2,9300
FAM219B,5463
MAPKBP1,10406
HDGFL3,16315
DENND4A,10684
RPS17,3266
COPS2,7511
PDIA3,11774
APH1B,5484
RHCG,2708
GRAMD2A,5033
VPS33B,3771
RASGRP1,13250
CILP,5800
MYZAP,6945
DTWD1,17541
CSPG4,8290
RPL4,5609
PATL2,5049
GTF2A2,3947
CTXN2,4103
APBA2,10196
NIPA1,8705
TYRO3,11239
CTXND1,8347
CKMT1B,3518
TPM1,15016
NIPA2,6680
FSIP1,3947
RAB27A,12299
ZSCAN29,6912
UBE2Q2,3965
TMEM62,5108
FANCI,19456
PPCDC,4192
IDH3A,6823
VPS18,4088
BBS4,8319
DAPK2,13757
SPINT1,4156
SQOR,5734
SCG5,2386
FAM81A,6127
OCA2,4083
AEN,8366
PTPN9,9130
BTBD1,4414
WHAMM,5152
NEO1,8363
COMMD4,6661
ADAM10,16165
CKMT1A,6202
CYFIP1,13599
AQR,13454
ALDH1A2,8574
DNAJC17,5684
DPP8,11134
TCF12,18228
KIF7,6200
ARRDC4,4094
GABPB1,6516
CCPG1,8993
ATOSA,10235
PIGB,4574
MEF2A,11675
SEMA4B,7252
LMAN1L,4107
CSNK1G1,10278
UBL7,2716
TARS3,4646
AAGAB,4166
STRA6,7706
WDR73,9622
TM6SF1,2614
RAD51,3517
ISLR,2844
IDH2,3007
C2CD4B,1634
DISP2,12752
DUT,3674
SNRPA1,3669
PLCB2,7387
NDUFAF1,4106
ISG20,10445
TRIP4,3242
SLC51B,1215
BNIP2,7803
CYP11A1,3444
MEIS2,12148
SH3GL3,3429
ZNF710,6549
HMG20A,7952
RMDN3,5865
ABHD2,12409
SPPL2A,15501
GABRA5,3607
SPRED1,8504
GOLM2,7152
CSK,6428
MAPDA,7042
MAP2K5,5360
TLE3,12617
PARP6,8970
EHD4,8014
CYP19A1,8836
IREB2,10833
WDR72,9018
ALDH1A3,5968
GCNT3,7756
CD276,8313
NTRK3,27102
TMEM87A,6138
ACTC1,3730
LTK,3494
CEMIP,7642
ARIH1,22900
NEDD4,9041
LPCAT4,5045
DET1,8283
NEIL1,7296
LRRC57,8114
KATNBL1,8721
MAPK6,6685
SNX1,9903
TIPIN,4692
CGNL1,9216
HACD3,7094
ZNF770,7668
GOLGA8A,7642
KLHL25,9113
EFL1,7025
PLA2G4F,6252
CYP1A1,5469
USP8,20775
TEX9,8611
MNS1,2733
PLIN1,5033
INTS14,4531
SV2B,15045
RAMAC,2562
ADPGK,6006
MORF4L1,8351
DUOX1,10876
ST8SIA2,5970
PAK6,6868
DUOXA1,4615
DUOXA2,2550
CCNDBP1,6655
ARPP19,6836
PHGR1,989
EIF2AK4,12175
STOML1,10458
CIB2,2137
MRPS11,5664
BAHD1,6345
AP3S2,9237
SKIC8,7731
DNAJA4,6670
CDAN1,5476
SLC28A2,5214
TUBGCP5,6444
PAQR5,6590
FAH,10451
SNUPN,3919
AFG2B,3397
COXFA4L3,1355
SCAMP2,5011
SNAP23,6056
PGPEP1L,3775
HOMER2,17648
ISLR2,5982
ADAMTS17,8459
NR2F2,6617
FSD2,6607
VPS39,8452
TTC23,8653
ZFAND6,20002
TMOD3,11039
NGRN,3221
EMC7,1537
COX5A,1761
IGDCC4,7931
MCTP2,13336
DIS3L,5498
PDE8A,9202
CELF6,3907
SIN3A,13381
SEMA6D,9718
MRPL46,6441
NUSAP1,3630
ADAMTSL3,10157
KIF23,6639
FES,5286
MINDY2,9583
CCDC32,8921
TMED3,19443
AVEN,4099
MAN2C1,9168
TLN2,16342
PIAS1,10985
MFAP1,2304
TMOD2,11706
ANKDD1A,5213
WDR76,6538
CHRNA7,21404
MTFMT,3703
MFGE8,8385
RNF111,9981
SPESP1,1647
PPIP5K1,8185
MYO5C,10075
UACA,11002
SMAD6,8556
PARP16,3930
HEXA,15898
TUBGCP4,11189
ATP8B4,11390
IVD,6933
TP53BP1,12989
SEC11A,5596
GOLGA8B,9154
ULK3,3566
ITPKA,2508
MPI,9090
ANP32A,7872
FAN1,17963
CCDC9B,7482
PEAK1,25403
CHSY1,5667
FAM227B,6018
SPG21,6345
GALK2,7358
CLPX,5530
SCAPER,12547
HAPLN3,4138
WDR93,4070
ARPIN,8590
SNRPN,3447
PKM,13462
CTSH,13764
CLK3,21788
USP3,8041
NPTN,4267
BMF,6816
ANPEP,5241
SLTM,8638
RPAP1,7055
GDPGP1,7833
HAUS2,4305
CIB1,3547
INSYN1,7465
UBE3A,19074
INO80,18246
LRRC28,9535
RCCD1,6875
TRIM69,9265
CLN6,7393
RCN2,9901
UNC45A,7727
TBC1D2B,9766
MYO9A,20322
LEO1,2664
ANXA2,13712
CORO2B,3997
ADAMTS7,7801
GOLGA8EP,2184
NHLRC4,2096
LOC105371046,485
LOC100131080,456
LINC02152,1281
DPPA3P6,483
HS3ST4,3443
CREBBP,15479
RPL7P47,556
LOC124903619,4728
LINC01195,451
CYCSP39,309
HS3ST2,2620
LINC01177,536
PCMTD1P2,355
ITPRIPL2-AS1,1137
DUX4L46,751
DUX4L47,394
PPP1R1AP2,397
DUX4L45,1057
TCERG1P2,497
EEF1A1P38,1389
TMF1P1,373
LINC00273,1452
RPL23AP72,435
MPV17L,6012
ZC3H7A,7067
SPRING1P3,967
MMP2,4706
HSPE1P16,348
CCL17,621
CAPNS2,1004
NPAP1L,1026
RPS27P27,255
LINC02141,6586
CTRB2,2315
PLA2G10GP,263
RPS4Y1P1,783
